name,u_switch_portsum,u_switch_portcount
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Fund-UAT-BEMWebReports-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Fund-UAT-BEMWebApplication-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Fund-Test-BEMWebReports-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Fund-Test-BEMWebApplication-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Equity-UAT-BEMWebReports-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Equity-UAT-BEMWebApplication-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Equity-Test-BEMWebReports-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Equity-Test-BEMWebApplication-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-Default Web Site-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-BEM-SwiftService-tst-int-CSIP-TestQueue),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-BEM-SwiftService-tst-int-CSIP-StageQueue),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-BEM-SwiftService-tst-int-CSIP-Dev2Queue),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-BEM-EmailService-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvsd006(ifc-investranbem-Default Web Site-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvsd005(ifc-investranbem-Default Web Site-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs008(ifc-investranbem-Default Web Site-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemangularupgradetest.ifc.org),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemasttest.extapi.ifc.org-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bembypasstest.ifc.org),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat.extapi.ifc.org-uat-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemwebreportsfundtest.ifc.org-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat7.ifc.org-uat-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat6.ifc.org-uat-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat3.ifc.org-uat-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat2.ifc.org-uat-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat1.ifc.org-uat-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat.ifc.org-uat-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemuat.demo.ifc.org-uat-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest.demo.ifc.org-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest7.ifc.org-tst-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest6.ifc.org-tst-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest3.ifc.org-tst-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest2.ifc.org-tst-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest1.ifc.org-tst-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest.ifc.org-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvt006(ifc-investranbem-bemtest.extapi.ifc.org-tst-int),Investran - Equity,1
Microsoft IIS Server@wbgmslor001(wb-tflor-Int),TF Letter of Representation,1
Microsoft IIS Server@wbgmslor002(wb-tflor-Int),TF Letter of Representation,1
Microsoft IIS Server@wbgmslor003(wb-tflor-Int),TF Letter of Representation,1
Microsoft IIS Server@wbgmslor004(wb-tflor-Int),TF Letter of Representation,1
Microsoft IIS Server@wbgmsopqa01b(wb-cgapsite-cgap-QA-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-bos-boswebservicesuat-QA-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsopqa01b(wb-bos-boswebservices-QA-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsopqa01a(wbg-livechat-oplivechat-QA-INT),Live Chat,1
Microsoft IIS Server@wbgmsopqa01a(wbg-intranetresource-intraresourcescenterqa3-QA-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopqa01a(wbg-intranetresource-intraresourcescenter-QA-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-oponlineservices-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-oponlinerer-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-oponlinepha-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-opcollabd-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-ITSOPARCHSERVICESQA-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-opsportal3-ALBPROBE-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-newintranet-intranet-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01a(wb-newintranet-intracdn-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01a(wb-newintranet-IntranetWebApp-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01a(wb-cgapsite-cgapuat-QA-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-cgapsite-cgap-QA-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-cgapsite-cgapuat-QA-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-newintranet-IntranetWebApp-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01b(wb-newintranet-intracdn-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01b(wbg-livechat-oplivechat-QA-INT),Live Chat,1
Microsoft IIS Server@wbgmsrpap003(wbg-robotprocessauto-int),WB Robotic Process Automation Platform (Automation Anywhere),1
Microsoft IIS Server@wbgmsopsq09(wbg-livechat-oplivechat-QA-INT),Live Chat,1
Microsoft IIS Server@wbgmsopsq08(wbg-livechat-oplivechat-QA-INT),Live Chat,1
Microsoft IIS Server@wbgmsopsp10(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsopsp09(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsopsp06(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsopsp05(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsopqa01b(wbg-intranetresource-intraresourcescenterqa3-QA-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopqa01b(wb-newintranet-intranet-QA-INT),Intranet,1
Microsoft IIS Server@wbgmsopqa01b(wbg-intranetresource-intraresourcescenter-QA-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-oponlineservices-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-oponlinerer-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-oponlinepha-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-opcollabd-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-ITSOPARCHSERVICESQA-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01b(wb-opsportal3-ALBPROBE-QA-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopqa01a(wb-bos-boswebservicesuat-QA-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsopqa01a(wb-bos-boswebservices-QA-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsoppa02(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-Default Web Site-dev-int),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-prima-prima-DEV-INT),FM System,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-oponlineservices-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-oponlinepha-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-ophome-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-opcollab-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-SITESPACESERVICES-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-ITSOCAPPS-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wb-opsportal3-ALBPROBE-DEV-INT),Operations Portal,1
Microsoft IIS Server@wbgmsopda01(wbg-intranetresource-irc-DEV-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopda01(wb-newintranet-newintranetbeta-DEV-INT),Intranet,1
Microsoft IIS Server@wbgmsopda01(wb-newintranet-intracdn-DEV-INT),Intranet,1
Microsoft IIS Server@wbgmsopda01(wb-newintranet-Intranetprovisioningtool),Intranet,1
Microsoft IIS Server@wbgmsopda01(wb-gefportal-gefportaldev-DEV-INT),GEF Portal,1
Microsoft IIS Server@wbgmsopda01(wb-cgapsite-CGAP-DEV-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsopda01(wb-bos-boswebservices-DEV-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmslorq001(wb-tflor-QA),TF Letter of Representation,1
Microsoft IIS Server@wbgmsopda01(wbg-intranetresource-intraresourcescenterdev3-DEV-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopda01(wbg-livechat-livechat-DEV-INT),Live Chat,1
Microsoft IIS Server@wbgmsoppa02(wbg-intranetresource-irc-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsoppa01(wbg-livechat-newlivechat-INT),Live Chat,1
Microsoft IIS Server@wbgmsoppa02(wb-opsportal3-oponlineservices-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa02(wb-opsportal3-oponlinerer-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa02(wb-opsportal3-oponlinepha-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa02(wb-newintranet-newintranet-INT),Intranet,1
Microsoft IIS Server@wbgmsoppa02(wb-newintranet-intracdn-INT),Intranet,1
Microsoft IIS Server@wbgmsoppa02(wb-cgapsite-cgap-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsoppa02(wb-bos-boswebservices-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsoppa01(wbg-intranetresource-irc-INT),Intranet Resource Center,1
Microsoft IIS Server@wbgmsopda01(wbg-onespace-onespace-DEV-INT),OneSpace,1
Microsoft IIS Server@wbgmsoppa01(wb-opsportal3-oponlineservices-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa01(wb-opsportal3-oponlinerer-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa01(wb-opsportal3-oponlinepha-INT),Operations Portal,1
Microsoft IIS Server@wbgmsoppa01(wb-newintranet-newintranet-INT),Intranet,1
Microsoft IIS Server@wbgmsoppa01(wb-newintranet-intracdn-INT),Intranet,1
Microsoft IIS Server@wbgmsoppa01(wb-cgapsite-cgap-INT),CGAP Portal,1
Microsoft IIS Server@wbgmsoppa01(wb-bos-boswebservices-INT),Board Operation System (BOS),1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-bemwebreportsstage.ifc.org-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-bemwebreportsfundstage.ifc.org-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-bemstage.ifc.org-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-ifcanalyticsapiqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-IPORTALPHAPPSQA4-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-Api2QA4-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IOReport-iorservices-QA-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IOReport-QA-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq01(IFC-DisclosurePortal-QA-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-DisclosurePortal-Dev-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-p2beta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-appscsecbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-appbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-api2oauthbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-api2certbeta - int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-iportal-api2beta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(ifc-analyticsapp-INT),IFC Analytics Application,1
Microsoft IIS Server@wbgmsiisifcp02(IFC-Iportal-api2oauth-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(IFC-IPORTAL-api2cert-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(IFC-IPORTAL-Iportal-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(IFC-IOReport-iorservices-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-IPortalPHAppsQA2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-api2certqa-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-api2oauthqa2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IOReport-iorservices-QA-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-api2qa2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-api2oauthqa4-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-api2oauthqa2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-api2certqa-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-IPortalPHAppsQA2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-IPORTALPHAPPSQA4-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-Api2qa4-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IOReport-QA-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-api2oauthqa4-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-DisclosurePortal-QA-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-DisclosurePortal-Dev-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-iportalqa4-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-ifcanalyticsqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-ifcanalyticsapiqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-iPortalqa2WebApp-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq01(IFC-IPORTAL-api2qa2-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp02(IFC-IOReport-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-p2beta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-appscsecbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiiseuat01(IFC-Iportal-accessifcsecureuat-QA-Ext),iPortal,1
Microsoft IIS Server@wbgmsiisifceq01(IFC-DisclosurePortal-Disclosuresangularservice-QA-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq01(IFC-DisclosurePortal-Disclosuresangularservice-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq01(IFC-DisclosurePortal-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiiseuat02(IFC-Iportal-accessifcsecureuat-QA-Ext),iPortal,1
Microsoft IIS Server@wbgmsiiseuat02(IFC-IPORTAL-iportalappextuat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiiseuat02(IFC-IPORTAL-api2euat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiiseuat02(IFC-IPORTAL-accessifcuat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiiseuat01(IFC-IPORTAL-iportalappextuat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiisifceq01(IFC-DisclosurePortal-QA-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiiseuat01(IFC-IPORTAL-api2euat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiiseuat01(IFC-IPORTAL-accessifcuat-QA-EXT),iPortal,1
Microsoft IIS Server@wbgmsiisebtr001(ifc-accessifc-stg-ext),AccessIFC,1
Microsoft IIS Server@wbgmsiisdev02(ifc-iportal-iportalapp),iPortal,1
Microsoft IIS Server@wbgmsiisdev02(ifc-iportal-api2oauth),iPortal,1
Microsoft IIS Server@wbgmsiisdev02(ifc-iportal-api2cert),iPortal,1
Microsoft IIS Server@wbgmsiisdev02(ifc-iportal-api2),iPortal,1
Microsoft IIS Server@wbgmsiisifceq01(IFC-DisclosurePortal-Disclosuresifc-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq02(IFC-DisclosurePortal-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-appbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(IFC-IOReport-iorservices-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-api2oauthbeta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-api2certbeta - int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(ifc-iportal-api2beta-int),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(ifc-analyticsapp-INT),IFC Analytics Application,1
Microsoft IIS Server@wbgmsiisifcp01(IFC-Iportal-api2oauth-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(IFC-IPORTAL-api2cert-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(IFC-IPORTAL-Iportal-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcp01(IFC-IOReport-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifceq02(IFC-DisclosurePortal-Disclosuresangularservice-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifces02(IFC-DisclosurePortal-UAT-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifces02(IFC-DisclosurePortal-Disclosuresangularservice-UAT-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifces01(IFC-DisclosurePortal-UAT-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifces01(IFC-DisclosurePortal-Disclosuresangularservice-UAT-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq02(IFC-DisclosurePortal-QA-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq02(IFC-DisclosurePortal-Disclosuresifc-DEV-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifceq02(IFC-DisclosurePortal-Disclosuresangularservice-QA-Ext),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-iPortalqa2WebApp-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-ifcanalyticsqa-INT),iPortal,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-Fund-BEMWebReports-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsiisifcq02(IFC-IPORTAL-iportalqa4-INT),iPortal,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemwebreportsdev-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev8),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev7-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev6-PRJ2),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev4-adfs),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev3-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev2-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev1-PRJ1),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev-extapi-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev-demo-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemdev-angular-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Fund-BEMWebReports-Dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Fund-BEMWebApplication-Dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Equity-BEMWebReports-Dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Equity-BEMWebApplication-Dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-EffortTracker-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-bemwebreportsfunddev-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd006(ifc-investranbem-Default Web Site-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd006(ifc-investranbem-InvestranWebApplicationDev-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-bemwebreportsfund.ifc.org-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-Fund-BEMWebApplication-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-Equity-BEMWebReports-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-Equity-BEMWebApplication-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-Default Web Site-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-BEM-SwiftService-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvs006(ifc-investranbem-BEM-EmailService-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp008(ifc-investranbem-Default Web Site-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-bemwebreports.ifc.org-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-BEM-EmailService-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-bem.ifc.org-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-Fund-BEMWebReports-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-Fund-BEMWebApplication-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-Equity-BEMWebReports-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-Equity-BEMWebApplication-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-Default Web Site-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvp006(ifc-investranbem-BEM-SwiftService-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Default-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-Default Web Site-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-BEMSwiftService-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-api2gwayqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IPORTAL-IPORTALPHAPPSTG-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IPORTAL-Api2uat-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IOReport-iorservices-STG-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IOReport-STG-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-iPortalqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-api2qa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-api2oauthqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-Iportalqa3-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IPORTAL-iportaluat-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq04(IFC-IPORTAL-IPORTALPHAPPQA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-iPortalqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-api2qa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-api2oauthqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-api2gwayqa-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-Iportalqa3-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcq03(IFC-IPORTAL-IPORTALPHAPPQA-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu01(IFC-IPORTAL-api2oauthuat-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IOReport-STG-INT),IFC Integrated Operational Report (IOR),1
