name,u_switch_portsum,u_switch_portcount
Microsoft IIS Server@wbgmsinvd005(ifc-investranbem-BEMEmailService-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-Equity-BEMWebReports-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-bemwebreportsfunddev.ifc.org-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-bemwebreportsdev.ifc.org-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-bemdev.ifc.org-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-bemdev.extapi.ifc.org),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-bemdev.demo.ifc.org),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-Fund-BEMWebReports-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-Fund-BEMWebApplication-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-Equity-BEMWebApplication-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IOReport-iorservices-STG-INT),IFC Integrated Operational Report (IOR),1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-BEM-SwiftService-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd002(ifc-investranbem-BEM-EmailService-dev-int),Investran - Equity,1
Microsoft IIS Server@wbgmsinvd001(ifc-investranbem-Default Web Site-stg-int),Investran - Equity,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IPORTAL-iportaluat-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IPORTAL-api2oauthuat-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IPORTAL-IPORTALPHAPPSTG-INT),iPortal,1
Microsoft IIS Server@wbgmsiisifcu02(IFC-IPORTAL-Api2uat-INT),iPortal,1
Microsoft IIS Server@wbgmssloc003(wbg-smartlocker-Default Web Site-INT),HR Smart Locker,1
Microsoft IIS Server@wbgmsspsp002(wb-IdaDesk-DEV-INT),IDASYS - IDA Desk,1
Microsoft IIS Server@wbmsiiseqa01(IFC-IPORTAL-accessifcqa4-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsc232(wbg-maintennotif),Application Maintenance Notification,1
Microsoft IIS Server@wbmsddpqan51(wb-databank-Povstats_Website-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-NADA-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-MetadataCatalog-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-KNOMAD-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-InternalAPI-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-ICPCalendar-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-ICP-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-GEPCharts-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DatabankMetadata-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DatabankDatacatalog-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-Databank-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DataSearch-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DataQueryTool-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DDPExtReports-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-DDPExt-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-API2-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-API-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-ResourceCenter-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-SDMXAPI-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-WDI-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsdoidev01(Wbg-Doi-WB DOI Web Site-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsdoisbx01(Wbg-Doi-WB DOI Web Site-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiqa01(wbg-doi-wbdoi02-int),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiqa01(wbg-doi-WBDOIWebSite-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiprd01(wbg-doi-wbdoiservice-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiprd01(wbg-doi-INTTest),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiprd01(wbg-doi-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsdoiprd01(wbg-doi-Default Web Site-INT),Declaration of Interest,1
Microsoft IIS Server@wbmsddpqan51(wb-databank-mydatabank-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-data2012-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-mydataapi-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-microdata_ext-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-edstatsint-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-ddpsecurity-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-ddpmicro-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-datatopics-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsddpqan51(wb-databank-dataexchangeint-qa-int),DataBank (WDI byproduct),1
Microsoft IIS Server@wbmsc232(wbg-trvlfeedbck-GSDTFS-int),Travel Feedback System (GCSTV),1
Microsoft IIS Server@wbmsc232(wbg-gras-GRASFILE-int),Mobile Technologies Website,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-Default Web Site-QA-INT),iPortal,1
Microsoft IIS Server@wbmsc232(wb-ypp-wbgypp-ext),Young Professionals Program (YPP),1
Microsoft IIS Server@wbmsc212(wbg-easysetupmfa),WBG Easy Mobile Multi Factor Authentication Setup,1
Microsoft IIS Server@wbmsc212(wbg-copouchservices-GSDMS-INT),Country Office Pouch Services System (COPSS),1
Microsoft IIS Server@wbmsc212(wbg-clouldauth-INT),Cloud Authentication Redirector,1
Microsoft IIS Server@wbmsc212(wbg-biprojects-INT),BI Projects - BI Team Reporting Portal,1
Microsoft IIS Server@wbmsc212(wbg-biportal-wbgportal-INT),WBG Portal - Business Intelligence Reporting Portal,1
Microsoft IIS Server@wbmsc212(wbg-airlineadvsry-GSDSO-INT),Airline Advisory,1
Microsoft IIS Server@wbmsc212(wb-webinvoice-GSDCR-int),Web Invoicing,1
Microsoft IIS Server@wbmsc212(wb-tfinternalctrl),TF Internal Control Framework,1
Microsoft IIS Server@wbmsc212(ifc-trex-int),Treasury Risk Information Exchange (TREX),1
Microsoft IIS Server@wbmsc212(ifc-cfapps-swift-INT),Corporate Finance Applications (CFApps) - SWIFT,1
Microsoft IIS Server@wbmsc212(WBG-debtvulnerability),Debt Vulnerability Analysis,1
Microsoft IIS Server@wbmsc212(WBG-RADWEBSITE-RADWEB-INT),RAD Website,1
Microsoft IIS Server@wbmsc212(WBG-BRAVO-INT),Staff Recognition System (Bravo),1
Microsoft IIS Server@wbmsc212(WB-RISKHEATMAP-HEATMAP-INT),Risk Heat Map (Internal),1
Microsoft IIS Server@wbmsc212(WB-OPSPORTAL3-OPSCDN-INT),Operations Portal,1
Microsoft IIS Server@wbmsc212(WB-GsdWebapps-Int),GSD Web Applications,1
Microsoft IIS Server@wbmsc212(WB-DEVDATAHUB-INT),Development Data Hub,1
Microsoft IIS Server@wbmsc212(wbg-eaudit-GSDFC-int),eAudit Management System,1
Microsoft IIS Server@wbmsc212(wbg-gcsassetmgmt-GSDSS-INT),Asset Management System (GCS),1
Microsoft IIS Server@wbmsc212(wbg-intranetresource-SPARKREDIRECTION-INT),Intranet Resource Center,1
Microsoft IIS Server@wbmsc231(wbg-gras-GRASFILE-int),Mobile Technologies Website,1
Microsoft IIS Server@wbmsc232(wb-icsiddocs-icsidfiles-ext),ICSID Docs,1
Microsoft IIS Server@wbmsc232(wb-bankinternship-wbgbip-ext),Bank Internship Program (BIP),1
Microsoft IIS Server@wbmsc232(WB-MAAP-Ext),Mitigation Action Assessment Protocol (MAAP),1
Microsoft IIS Server@wbmsc232(IFC-Cafi-Ext),Climate Assessment for Financial Investment (CAFI),1
Microsoft IIS Server@wbmsc232(IFC-Cafi-Cafimod-Ext),Climate Assessment for Financial Investment (CAFI),1
Microsoft IIS Server@wbmsc231(wbg-trvlfeedbck-GSDTFS-int),Travel Feedback System (GCSTV),1
Microsoft IIS Server@wbmsc231(wbg-maintennotif),Application Maintenance Notification,1
Microsoft IIS Server@wbmsc231(wb-ypp-wbgypp-ext),Young Professionals Program (YPP),1
Microsoft IIS Server@wbmsc212(wbg-parkingrqst-GSD-INT),Parking Online Request and Waitlist System,1
Microsoft IIS Server@wbmsc231(wb-icsiddocs-icsidfiles-ext),ICSID Docs,1
Microsoft IIS Server@wbmsc231(wb-bankinternship-wbgbip-ext),Bank Internship Program (BIP),1
Microsoft IIS Server@wbmsc231(WB-MAAP-Ext),Mitigation Action Assessment Protocol (MAAP),1
Microsoft IIS Server@wbmsc231(IFC-Cafi-Ext),Climate Assessment for Financial Investment (CAFI),1
Microsoft IIS Server@wbmsc231(IFC-Cafi-Cafimod-Ext),Climate Assessment for Financial Investment (CAFI),1
Microsoft IIS Server@wbmsc212(wbg-tempparking-GSDCOMMUTERAPPS-INT),Temporary Parking Request System,1
Microsoft IIS Server@wbmsc212(wbg-rightautomate),Rightsizing Automation,1
Microsoft IIS Server@wbmsgsdp01(wbg-stpaymentsystem-stapprove),ST Payment System,1
Microsoft IIS Server@wbmsgsdp01(wbg-stpaymentsystem-stservice),ST Payment System,1
Microsoft IIS Server@wbmsgsdq01(WBG-STPAYMENTSYSTEM-STREQUEST-INT),ST Payment System,1
Microsoft IIS Server@wbmsgsdq01(wb-vendorpaymentquery-INT),Vendor Payment Query,1
Microsoft IIS Server@wbmsiise102(ifc-accessifc-ext),AccessIFC,1
Microsoft IIS Server@wbmsiise102(WB-IDAWeb-Service-Ext),IDASYS - IDA Web,1
Microsoft IIS Server@wbmsiise102(WB-EBUSINESS-ebizprd-EXT),eBusiness,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-iportalappexttrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-iportalappext-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-iPortalextanonymous-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-api2etrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-api2e-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(IFC-IPORTAL-accessifctrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102,eBusiness,1
Microsoft IIS Server@wbmsiise101(wbg-idasysext-ext),IDA Systems External Pages,1
Microsoft IIS Server@wbmsiise101(ifc-accessifc-ext),AccessIFC,1
Microsoft IIS Server@wbmsiise101(WB-IDAWeb-Service-Ext),IDASYS - IDA Web,1
Microsoft IIS Server@wbmsiise101(WB-EBUSINESS-ebizprd-EXT),eBusiness,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-iportalappexttrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-iportalappext-EXT),iPortal,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-iPortalextanonymous-EXT),iPortal,1
Microsoft IIS Server@wbmsiise102(wbg-idasysext-ext),IDA Systems External Pages,1
Microsoft IIS Server@wbmsiise103(IFC-DisclosurePortal-Disclosuresangularservice-Ext),Disclosure Portal,1
Microsoft IIS Server@wbmsiise103(IFC-DisclosurePortal-Ext),Disclosure Portal,1
Microsoft IIS Server@wbmsiisedev01(IFC-Iportal-accessifcsecure-QA-Ext),iPortal,1
Microsoft IIS Server@wbmsiiseqa01(IFC-IPORTAL-accessifcqa.ifc.org-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(wbg-idasysext-qa-ext),IDA Systems External Pages,1
Microsoft IIS Server@wbmsiisedev01(WB-IDAWeb-Service-QA-Ext),IDASYS - IDA Web,1
Microsoft IIS Server@wbmsiisedev01(WB-EBUSINESS-ebiztstDFI-QA-EXT),eBusiness,1
Microsoft IIS Server@wbmsiisedev01(WB-EBUSINESS-ebizqa-QA-EXT),eBusiness,1
Microsoft IIS Server@wbmsiisedev01(WB-EBUSINESS-Ebizdevsecops-QA-EXT),eBusiness,1
Microsoft IIS Server@wbmsiisedev01(IFC-Iportal-accessifcsecureqa4-QA-Ext),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-Iportal-App-B2BSite1-QA-Ext),iPortal,1
Microsoft IIS Server@wbmsiise104(IFC-DisclosurePortal-Disclosuresangularservice-Ext),Disclosure Portal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-iportalappextqa4-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-iportalappextqa-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-api2eqa4-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-api2eqa-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-accessifcqa4-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiisedev01(IFC-IPORTAL-accessifcqa.ifc.org-QA-EXT),iPortal,1
Microsoft IIS Server@wbmsiise104(IFC-DisclosurePortal-Ext),Disclosure Portal,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-api2etrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-api2e-EXT),iPortal,1
Microsoft IIS Server@wbmsiise101(IFC-IPORTAL-accessifctrn-EXT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-Api2e-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(MIGA-migaportaln-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-iportalp2-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-iportalbeta.ifc.org-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-api2gway-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-IPORTALPHAPP-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-IPORTAL-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-Appscertsecifc-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(IFC-IPORTAL-APPSSECIFC-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(WB-NEWINTRANET-INTRANETSP-int),Intranet,1
Microsoft IIS Server@wbmsiis101(IFC-INTRANET-ifcintranet-INT),IFC Intranet,1
Microsoft IIS Server@wbmsiis101(IFC-ASOP-ASOPTRN-INT),Advisory Services Operational Portal (ASOP),1
Microsoft IIS Server@wbmsiis101(IFC-ASOP-ASOP-INT),Advisory Services Operational Portal (ASOP),1
Microsoft IIS Server@wbmsiadwebt01(wb-teammate-test-int),Internal Audit Management System (TeamMate),1
Microsoft IIS Server@wbmsiadwebq01(wb-teammate-qa-int),Internal Audit Management System (TeamMate),1
Microsoft IIS Server@wbmsgsdq01(wbg-stpaymentsystem-stservice-INT),ST Payment System,1
Microsoft IIS Server@wbmsgsdq01(wbg-stpaymentsystem-stapprove-INT),ST Payment System,1
Microsoft IIS Server@wbmsiis101(WB-NEWINTRANET-INTQSAPPS-INT),Intranet,1
Microsoft IIS Server@wbmsiis101(WB-O2-GPAPPS-INT),Intranet Regions & Practices (O2),1
Microsoft IIS Server@wbmsiise101,eBusiness,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-api2gway-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(wb-opsportal3-OPSCDN-INT),Operations Portal,1
Microsoft IIS Server@wbmsiis102(WB-OPSPORTAL3-OPERATIONSPORTAL-INT),Operations Portal,1
Microsoft IIS Server@wbmsiis102(WB-O2-GPAPPS-INT),Intranet Regions & Practices (O2),1
Microsoft IIS Server@wbmsiis102(WB-NEWINTRANET-INTRANETSP-INT),Intranet,1
Microsoft IIS Server@wbmsiis102(MIGA-migaportaln-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-iportalp2-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-iportalbeta.ifc.org-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-IPORTALPHAPP-INT),iPortal,1
Microsoft IIS Server@wbmsiis101(WB-OPSPORTAL3-OPERATIONSPORTAL-INT),Operations Portal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-IPORTAL-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-Appscertsecifc-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-Api2e-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-IPORTAL-APPSSECIFC-INT),iPortal,1
Microsoft IIS Server@wbmsiis102(IFC-ASOP-ASOPTRN-INT),Advisory Services Operational Portal (ASOP),1
Microsoft IIS Server@wbmsiis102(IFC-ASOP-ASOP-INT),Advisory Services Operational Portal (ASOP),1
Microsoft IIS Server@wbmsiis101(wb-opsportal3-OPSCDN-INT),Operations Portal,1
Microsoft IIS Server@wbmsc212(IFC-DisclosurePortal-Int),Disclosure Portal,1
Microsoft IIS Server@wbmsc211(wbg-tempparking-GSDCOMMUTERAPPS-INT),Temporary Parking Request System,1
Microsoft IIS Server@wbmsc211(wbg-rightautomate),Rightsizing Automation,1
Microsoft IIS Server@wbmsc111(ifc-cfapps-swift-INT),Corporate Finance Applications (CFApps) - SWIFT,1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRSXAMARINAPP-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRSSERVICES-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRSOld-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRSNew-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRSMOBILE-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-IFCTRS-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap02(wb-trsifc-Default Web Site-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRSXAMARINAPP-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRSSERVICES-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRSOld-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRSNew-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRSMOBILE-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-IFCTRS-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsap01(wb-trsifc-Default Web Site-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmssswq003(wb-sanctionscreening-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmssswq001(wb-sanctionscreening-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmssswd001(wb-sanctionscreening-genericsearch-dev-int),Sanction Screening System,1
Microsoft IIS Server@wbgmstrsas01(wb-trsifc-IFCTRSNewStage-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsas01(wb-trsifc-IFCXAMARINStage-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsas02(wb-trsifc-IFCTRSMobileStageApp-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-test-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbmsc111(WBG-RADWEBSITE-RADWEB-INT),RAD Website,1
Microsoft IIS Server@wbmsc111(WBG-BRAVO-INT),Staff Recognition System (Bravo),1
Microsoft IIS Server@wbmsc111(WB-RISKHEATMAP-HEATMAP-INT),Risk Heat Map (Internal),1
Microsoft IIS Server@wbmsc111(WB-OPSPORTAL3-OPSCDN-INT),Operations Portal,1
Microsoft IIS Server@wbmsc111(WB-GsdWebapps-Int),GSD Web Applications,1
Microsoft IIS Server@wbmsc111(WB-DEVDATAHUB-INT),Development Data Hub,1
Microsoft IIS Server@wbmsc111(IFC-DisclosurePortal-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-ifctrsdevut-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsas02(wb-trsifc-IFCTRSNewStage-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-IFCXAMARINDEV-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-IFCTRSMobileDevApp-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-IFCTRSDEVProject-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsd001(wb-trsifc-IFCTRSDEV-dev-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsat001(wb-trsifc-IFCTRSTest),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsas02(wb-trsifc-IFCXAMARINStage-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmstrsas02(wb-trsifc-IFCTRSStage-stg-int),IFC Time Recording System (TRS),1
Microsoft IIS Server@wbgmssswd001(wb-sanctionscreening-dev-int),Sanction Screening System,1
Microsoft IIS Server@wbgmssswc003(wb-sanctionscreening-int),Sanction Screening System,1
Microsoft IIS Server@wbgmssswc001(wb-sanctionscreening-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Default Web Site-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Project Brief STG-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Project Brief STG-Intranet-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-IportalUAT-Intranet-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-IportalSTG-NTLM-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Iportal UAT-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-IPortal MySite STG-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-IDOCUMENTSSTG-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-iPortalqa-E-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Spifcappssec Stg-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-iPortalQA4-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-iPortal DevOps-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-Test-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-Projectbriefqa2-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-IPORTAL QA3-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-IPORTAL QA3-E-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwqa01(IFC-IPORTAL-IPORTAL QA2-QA-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-Test-STG-INT),iPortal,1
Microsoft IIS Server@wbgmsssw003(wb-sanctionscreening-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssi003(wb-sanctionscreening-GenericSearch-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssw001(wb-sanctionscreening-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssiq003(wb-sanctionscreening-GenericSearch-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssiq003(wb-sanctionscreening-Default Web Site-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssiq002(wb-sanctionscreening-GenericSearch-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssiq002(wb-sanctionscreening-Default Web Site-qa-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssic003(wb-sanctionscreening-GenericSearch-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssic002(wb-sanctionscreening-GenericSearch-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsssi002(wb-sanctionscreening-GenericSearch-int),Sanction Screening System,1
Microsoft IIS Server@wbgmsspwstg01(IFC-IPORTAL-projectbriefstg-STG-INT),iPortal,1
